,Name,Country,Brand,Categories,Tasting Notes,ABV,Base Ingredient,Years Aged,Rating,Rate Count,Price,Volume,Description
201,Jack Daniel’s Single Barrel Heritage Barrel,United States,Jack Daniels,"American Whiskey, Whiskey",,50%,,,5,2,$75.51 ,,"This release celebrates the early craftsmanship of the Jack Daniel Distillery. The whiskey is from uniquely crafted heavy-toast barrels and 100 proof barrel entry proof. 

The ""Heritage Barrel"" expression of Jack Daniel's Single Barrel was crafted with a low temperature, heavy toasted barrel which created a light but rich char full of deep flavor. A lower 100 proof entry proof allows our grain bill to assert itself creating a special Tennessee whiskey with notes of light baking spices, vanilla, and toasted oak with a long, lingering finish, aged to perfection at the top of one of the highest elevated barrelhouses, 1-09, on Coy Hill. What emerges is a flavorful and rich Tennessee Whiskey."
304,Gordon & MacPhail Caol Ila 1999 10 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,46%,,10,5,1,$76.99 ,,A cracking Caol Ila bottled by Gordon & MacPhail for their Connoisseurs Choice range.
241,Johnnie Walker Green Label Blended Malt Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,43%,,,4.7,22,$77.95 ,,"Indulge all of your senses with a smooth glass of Johnnie Walker Green Label Blended Malt Scotch Whisky. Crafted from a palette of Speyside, Highland, Lowland and Island malts and matured for at least 15 years, it delivers all the character of a single malt whisky, but with a greater depth of flavor. This award-winning spirit is a truly unique blend to savor while you sit back and unwind. Simply pour over ice in a whisky tumbler for an elegantly simple drink. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards. Please drink responsibly."
339,Gordon & MacPhail Scapa Dist 2000 10 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,45%,,10,5,1,$78.07 ,,
213,Jack Daniels Single Barrel Gift Basket,United States,Jack Daniels,"American Whiskey, Whiskey",,45%,,,5,1,$82.49 ,,This basket contains a bottle of Jack Daniel's Single Barrel Whiskey and assorted gourmet food items.
266,John Walker & Sons Celebratory Blend Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,51%,,,5,1,$84.99 ,,"Celebrate the entrepreneurial roots of a whisky maker that has withstood the test of time with John Walker & Sons Celebratory Blend Blended Scotch Whisky. Inspired by the release of Old Highland Whisky in the 1860s that took our whisky from Scotland to the four corners of the world, this limited edition blend is a snapshot of a time past. Made using only whiskies from distilleries operating at that time and bottled at 51% ABV, this blend is reflective of many Scotch whiskies prior to the early 1900s. It offers a flavor journey with notes of sweet dried fruits, gentle spice, roasted nuts and a soft pepper finish. Simply serve neat with chilled water on the side for an elegantly simple drink. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards. Please drink responsibly."
298,Gordon & MacPhail Tormore 14 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,14,5,1,$86.99 ,,"a modern profile. Plenty of vanilla custard and cake. Frosties. Hints of sweetened lemon juice and gooseberries. Evolves towards more candied fruits (pineapple cubes) but on the whole it’s not really a fruit bomb. A dollop of honey. Subtle oak, herbs and a few grassy notes as well. Mouth: sweet and juicy. Quite powerful as well, with a profile that echoes much older BenRiachs. Pears, pineapple and pink grapefruit. Some biscuity notes. Towards the end it returns to grass and a tangy herbal / bitter tonic combination that’s less appealing in my opinion. Finish: medium length, still sweet, but with a growing grassiness and soft bitterness."
244,Johnnie Walker Aged 18 Years Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,18,5,10,$89.99 ,,"Indulge all of your senses with a smooth glass of Johnnie Walker Aged 18 Years Blended Scotch Whisky, a blend of up to 18 different Scotch whiskies each chosen for their remarkable depth of flavor and character. Our award-winning whisky blends big, classic Johnnie Walker flavors with intriguing contemporary notes of citrus and fragrant almonds. Smooth, creamy vanilla and warming malt pairs beautifully with tropical tangerine on the palate. The long finish brings elegant suggestions of dark chocolate, citrus zest and a light, aromatic smoke. Hand-crafted by our Master Blender, this ultimate combination of 18-year-old whiskies draws from the elegantly sweet character of Speyside malts, the complex fruitiness of Highland malts and smokiness of Island malts. Simply sip it neat, over ice or with a dash of water for an elegantly simple drink. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  Please drink responsibly."
265,Johnnie Walker 12 Days of Discovery,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$94.41 ,,"Gift a premium tasting experience this holiday season with Johnnie Walker 12 Days of Discovery. Featuring mini bottles of Blue Label, Aged 18 Years, Gold Label Reserve, Green Label, Double Black Label and Black Label, this gift set offers an opportunity to explore our classic range of blended Scotch whiskies. Crafted to perfection, each of our pioneering whiskies offers their own exceptional, unforgettable flavors. Simply pour over ice in a whisky tumbler for an elegantly simple drink. Includes two 50 mL bottles of Blue Label Blended Scotch Whisky, two 50 mL bottles of Aged 18 Years Blended Scotch Whisky, two 50 mL bottles of Gold Label Reserve Blended Scotch Whiskey, two 50 mL bottles of Green Label Blended Scotch Whisky, two 50 mL bottles of Double Black Label Blended Scotch Whisky and two 50 mL bottles of Black Label Blended Scotch Whisky. Please drink responsibly."
242,Johnnie Walker Gold Label Reserve Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,4.3,15,$98.22 ,,"Indulge all of your senses with a smooth glass of Johnnie Walker Gold Label Reserve Blended Scotch Whisky. Luxurious, creamy and honeyed, it is a wonderful tribute to the harmonious partnership of Speyside and Highland Whiskies, with just a hint of smoldering embers from the West Coast. Johnnie Walker Gold Label Reserve is made for those unforgettable nights out with amazing friends. Simply mix with soda water, pour over ice and garnish with an orange slice for an elegantly simple drink. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  The Johnnie Walker brand's extraordinary knowledge of Scotland’s malts and its deep desire to create well-balanced blends of island malt whiskies led to the whisky brand we have today. Each batch is then carefully matured to perfection in quality oak casks. As one of the biggest whisky brands in the world, Johnnie Walker embraces a rallying cry for optimism through adversity as it challenges the world to keep walking. Please drink responsibly."
202,Jack Daniel’s 150th Anniversary Whiskey,United States,Jack Daniels,"American Whiskey, Whiskey",,43%,,,5,2,$99.99 ,,"To celebrate our 150th Anniversary, this special Jack Daniel's Tennessee Whiskey brings together the best of our distillers' and our coopers' art. All of the touches and attention to detail throughout the barreling and maturing process make for a Jack Daniel's Tennessee Whiskey worthy of a milestone celebration."
291,Gordon & Macphail Cask Strength 8 Year Bunnahabhain Distillery,Scotland,Gordon  MacPhail,"Single Malt Whiskey, Whiskey",,43%,,8,5,1,$99.99 ,,"An 8 year old Bunnahabhain, an Islay single malt from the smart-looking, newly packaged MacPhail's Collection."
336,Gordon & MacPhail Caol Ila 2004 Cs 10 Yr,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,59.50%,,,5,1,$102.93 ,,
335,Gordon & MacPhail Smiths Glenlivet 15 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,15,5,1,$103.49 ,,
295,Gordon & MacPhail Caol Ila 9 Year Old Cask Strength,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,58.50%,,9,5,1,$104.99 ,,"Aged for nine years in a refill sherry hogshead, this combines classic sherried-whisky characteristics with fruit and a smoky backbone."
270,Johnnie Walker Platinum Label Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$105.49 ,,"Indulge all of your senses with a smooth glass of Johnnie Walker Platinum Label Blended Scotch Whisky, a blend of up to 18 different scotch whiskies each chosen for their remarkable depth of flavor and character. Our whisky blends big, classic Johnnie Walker flavors with intriguing contemporary notes. Soft, creamy vanilla pairs beautifully with warming malt on the palate. The long finish brings elegant suggestions of a light, aromatic smoke. Simply sip it neat, over ice or with a dash of water for an elegantly simple drink. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  Please drink responsibly."
195,Jack Daniel’s No. 27 Gold,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,5,$107.99 ,,"Jack Daniel’s No. 27 Gold is crafted to the same uncompromising standards as Old No. 7, but then twice charcoal mellowed to be luxuriously smooth and extra matured in golden-hued maple barrels for a rich, warm finish. This refined expression of our original Tennessee Whiskey is only available in select markets around the world."
109,BACARDÍ Gran Reserva Limitada,Puerto Rico,Bacardi Rum,Rum,"Butter, Caramel, Dried Fruit, Dry",40%,,,5,1,$109.99 ,,"A blend of mature Puerto Rican rums, BACARDÍ Reserva Limitada rum is matured in barrels under the Caribbean sun for 12 years. Appealing to the most discerning palette, each golden glass delivers a medley of warm flavors. Rich and complex. Smooth notes of butterscotch and dried fruit melt away to a long, dry finish."
192,Jack Daniel’s Sinatra Select Tennessee Whiskey,United States,Jack Daniels,"American Whiskey, Whiskey",,45%,,,5,10,$109.99 ,1L,"Sinatra Select pays tribute to Jack’s biggest fan: Frank Sinatra. Made with our unique “Sinatra Barrels” that have deep grooves specially carved into their staves to expose the whiskey to extra layers of toasted oak. This added exposure imparts a rich amber color, bold character, and pleasant smokiness, punctuated by an incredibly smooth vanilla finish. Much like Frank, this Tennessee Whiskey is one of a kind."
250,Johnnie Walker Blade Runner ‘Directors Cut’ Limited Edition Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,49%,,,5,3,$109.99 ,,"This limited-edition whisky was developed in collaboration with visionary Blade Runner 2049 director Denis Villeneuve and Johnnie Walker Master Blender Jim Beveridge. The new blend comes thirty-five years after Johnnie Walker Black Label appeared in the original Blade Runner film as an iconic whisky of the future. The unique, custom blend and the futuristic bottle were created in partnership with Blade Runner 2049, opening in theaters October 6, 2017.    Johnnie Walker Black Label The Director’s Cut is a dark, rich, smooth blend, with sweet fruity vanilla flavors and clouds of smokiness. It is bottled at 49% ABV as a nod to the futuristic period in which Blade Runner 2049 is set."
340,Gordon & MacPhail Ledaig 16 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,56.80%,,16,5,1,$110.14 ,,
331,Gordon & MacPhail Cask Strength Ledaig 14 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,56.90%,,14,5,1,$110.49 ,,
221,Jack Daniel’s Angelo Lucchesi 90th Birthday,United States,Jack Daniels,"American Whiskey, Whiskey",,45%,,,5,1,$124.99 ,,"On October 1, 1953 Angelo Lucchesi started talking about Jack Daniel’s. Fortunately for us, he never stopped until his passing in 2013, at the age of 92. Angelo was much more than Jack Daniel’s first salesman, he was a friend. He made telling the story of Jack Daniel’s whiskey his passion and pleasure. Decades later most everyone in the world knows Jack Daniel’s. In honor of Angelo’s dedication and ambassadorship, the Jack Daniel Distillery was proud to commemorate Angelo Lucchesi’s 90th birthday in 2010, with a special bottling of Jack Daniel’s Old No. 7. We thank him for his friendship and the many friends he’s made for Jack. A portion of the proceeds from this limited edition bottle went directly to one of Angelo’s favorite charities."
338,Gordon & MacPhail Ledaig 2000 Cs,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,46%,,,5,1,$127.36 ,,"A nice alphabetical list of all tasting notes. Mostly Scottish single malts, but also some world whiskies, blends and other spirits. Just go to the right tab and pick your poison. Enjoy!"
316,Gordon & MacPhail Caol Ila Hermitage 2001 13 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,45%,,13,5,1,$133.66 ,,"A nice, drinkable whisky but the bitterness in the aftertaste / finish prevents me from giving it a higher mark. It smells younger - feisty, malty - than it tastes. Initially the red fruit and malty flavours and then continuing with a caol ila-ish salty / peaty development till the finish - ending with a bitter note."
302,Gordon & MacPhail Bladnoch 1993 21 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,50%,,21,5,1,$137.77 ,,
337,Gordon & MacPhail Linkwood Cte Rotie 1998 16 Yr,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,45%,,,5,1,$140.22 ,,
334,Gordon & MacPhail Glen Scotia 1992 21 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,59.90%,,21,5,1,$158.50 ,,"The nose is quite light and soft. There are hints of the coast with sherried peels and Madeira, notes of winter spice and wood oils. There are hints of cocoa. The palate is of medium-body with a good balance. There are notes of salty melted butter and hints of sultanas and vanilla. Notes of toffee with a touch of smoke. The finish is of medium-length with an ozone note."
238,Johnnie Walker Blue Label Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,4.7,149,$169.00 ,750ml,"Indulge all of your senses with a smooth glass of Johnnie Walker Blue Label Blended Scotch Whisky. An exquisite blend made from some of Scotland’s rarest and most exceptional Scotch whiskies, our whisky offers incomparably rich and smoky waves of powerful flavor. Only one in every ten thousand casks has the elusive quality, character and flavor to deliver the remarkable signature taste of Johnnie Walker Blue Label. Truly, it is an extraordinary Scotch Whisky for extraordinary occasions. Simply pour over ice in a whisky tumbler for an elegantly simple drink. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  Please drink responsibly."
272,Johnnie Walker & Sons X.R Scotch Whiskey 21 Years,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,21,5,1,$169.99 ,,"John Walker & Sons XR 21 was created to honour this very special occasion. Inspired by Sir Alexander’s own hand-written notes, it is blended from the exclusive Johnnie Walker reserve of rare whiskies, all of which have been matured for a full 21 years. Assured, balanced and elegant, it has intriguing layers of intensity that are both surprising and delightful. Sweet honey and tempered spices come cloaked in warming smoke. Citrus zest, ripened tropical fruits and caramel swirl within hints of tobacco and raisins. The long, smooth, soothing finish is complex and fascinating - a myriad of influences played out over a subtle tapestry of peatiness."
297,Gordon & MacPhail Linkwood 21 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,21,5,1,$173.00 ,,"A full-bodied single malt from the Mortlach distillery, aged for 21 years in first fill and refill sherry casks before bottling by Gordon and MacPhail.
The nose is of medium-body with a defined clarity. There are notes of juicy esters with a touch of calvados, Commice pear and apple peels. A good barley sugar note with cut herbs. The palate is quite full with a richness. Notes of sherried peels and notes of fragrant oaks, hints stemmy dried hay, notes of dried fruits and wood resin. Finish is long and supple with apple blossom and sultanas."
303,Gordon & MacPhail Old Pulteney 21 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,21,5,1,$178.94 ,,"Gordon & MacPhail bottled a 21 year old expression from Scotland's northernmost mainland distillery for the U.S. market earlier this year. Sweet on the nose, with honey and vanilla; fleetingly, stewed apricots and peaches, plus a hint of caramel. Intensely focused, sweet tropical fruits on the palate, with barley sugar. Becoming nuttier, with an edge of mixed spices. Spice fading to milk chocolate in the medium-length finish, with just a suggestion of brine."
294,Gordon & MacPhail Highland Park 24 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,24,5,1,$218.46 ,,"Situated in the Orkney archipelago in Northern Scotland, Highland Park Distillery was founded in 1798 by Magnus Eunson. The name of the distillery is derived not from the region of Scotland known as The Highlands ""” the Orkney islands are not a part of The Highlands ""” but rather from the region known as High Park, where the distillery was founded."
252,Johnnie Walker Blue Label Los Angeles Edition,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,2,$219.99 ,,"This Johnnie Walker Blue Label Limited Edition design has been created to capture the essence, the unique character of Los Angeles. Handcrafted in small batches, using just 1 in 10,000 casks from our unparalleled reserves of maturing whisky, Johnnie Walker Blue Label is a rich and velvety smooth scotch with rolling waves of flavor and exceptional depth of character.  Its remarkable richness comes from carefully selected whiskies from long-closed ‘ghost’ distilleries, such as Cambus, Brora and Port Ellen, perfectly balanced with vibrant whiskies sourced from the four corners of Scotland to create a scotch with surging waves of fruit, spice and a warm, lingering smokiness."
275,Johnnie Walker Blue Label San Franciso Edition,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$219.99 ,,"This Johnnie Walker Blue Label Limited Edition design has been created to capture the essence, the unique character of San Francisco. Handcrafted in small batches, using just 1 in 10,000 casks from our unparalleled reserves of maturing whisky, Johnnie Walker Blue Label is a rich and velvety smooth scotch with rolling waves of flavor and exceptional depth of character.  Its remarkable richness comes from carefully selected whiskies from long-closed ‘ghost’ distilleries, such as Cambus, Brora and Port Ellen, perfectly balanced with vibrant whiskies sourced from the four corners of Scotland to create a scotch with surging waves of fruit, spice and a warm, lingering smokiness."
263,Johnnie Walker Blue Label Miami Edition,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$229.99 ,,"This Johnnie Walker Blue Label Limited Edition design has been created to capture the essence, the unique character of Miami. Handcrafted in small batches, using just 1 in 10,000 casks from our unparalleled reserves of maturing whisky, Johnnie Walker Blue Label is a rich and velvety smooth scotch with rolling waves of flavor and exceptional depth of character.  Its remarkable richness comes from carefully selected whiskies from long-closed ‘ghost’ distilleries, such as Cambus, Brora and Port Ellen, perfectly balanced with vibrant whiskies sourced from the four corners of Scotland to create a scotch with surging waves of fruit, spice and a warm, lingering smokiness."
318,Gordon & MacPhail Glen Grant Reserve 25 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,25,5,1,$229.99 ,,
264,Johnnie Walker Blue Skyline: New York City Edition,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$235.99 ,,"Johnnie Walker is one of the world’s most famous and iconic spirits brands. With luxurious associations and a loyal following, the Johnnie Walker range is epitomised by supreme balance, incredible smoothness and expert blending. From the earliest days of their business, the Walker family and subsequent generations of Master Blenders have crafted exclusive Scotch Whiskies for the directors of their company and for private gatherings – treasured whiskies that have only ever been shared with a select few, at special occasions. Inspired by this tradition, Johnnie Walker Blue Label is an iconic release that is created from some of the rarest and most expensive whiskies in the world. Seamlessly smooth and alluringly complex, each whisky used in the Blue Label blend has been hand-picked from a range of exclusive distilleries, some of which are no longer in service."
261,Johnnie Walker Blue Label With Two Glasses,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$239.10 ,,"Johnnie Walker Blue Label is an unrivaled masterpiece. It is an exquisite blend made from some of Scotland’s rarest and most exceptional Scotch Whiskies. Only one in every ten thousand casks has the elusive quality, character and flavor to deliver the’ remarkable signature taste of Johnnie Walker Blue Label. An extraordinary Scotch Whisky for extraordinary occasions."
300,Gordon & MacPhail Mortlach 25 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,25,5,1,$239.99 ,,"The pinnacle of the revamped Mortlach range is this 25 year old. Aged in refill American oak casks, this is a rich and flavoursome dram that shows off the distillery's fantastic spirit."
287,Johnnie Walker Blue Label Year Of The Ox,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,46%,,,5,1,$241.49 ,,"SMELL
Waves of spice give way to vanilla and honey.

TASTE
Caramel and hazelnuts course through dark chocolate.

FINISH
Luxuriously long, warming, smoky finish"
279,Johnnie Walker Blue Lunar New Year,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$242.49 ,,"Johnnie Walker has released new exclusive gift packs to celebrate the Lunar New Year. This year, as a tribute to rich Chinese tradition, Johnnie Walker Blue Label has introduced a range of 12 remarkably crafted bottles, each representing an animal from the Zodiac, celebrating the harmony between Scottish whisky heritage and artistic Chinese design. These bottles are exclusively available at the Johnnie Walker Houses in Beijing and Shanghai. The Houses are dedicated to the enjoyment of luxury whisky and have some of the finest whiskies in the world available for patrons to sample and purchase."
260,Johnnie Walker Blue Label Limited Edition,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,35%,,,5,1,$245.00 ,,"The Johnnie Walker Blue Label Limited Edition is a visual celebration of a rare and exceptional whisky. From the unique outer casing, which is crafted to permit a glimpse of the liquid within, to the luxurious, mirrored interior, this is a highly collectable Limited Edition. Exclusively available at selected travel retail outlets worldwide."
274,Johnnie Walker Blue Label Year of the Rat Edition,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,46%,,,5,1,$247.00 ,,"The latest release from Johnnie Walker's Zodiac Collection to ring in the Lunar Year on January 25th 2020. It celebrates the traditions of Asian culture and the history and heritage of the Chinese Zodiac. 

On the nose, there are notes of fruit, vanilla and tobacco. On the palate, there are notes of stone fruits, smooth vanilla and fresh baked pastries."
284,Johnnie Walker Blue Year of the Monkey,United Kingdom,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$247.46 ,,"Celebrating this Chinese New Year, Johnnie Walker Blue Label announces the launch of Year of The Monkey.This special release continues the tradition of Chinese calligraphy design, featuring the energetic and joyful nature of monkey leaping fearlessly on unique white porcelain bottles, unfolding to a stunningly beautiful visage when four bottles are placed side by side."
267,Johnnie Walker Blue Label Ghost & Rare Glenury Royal,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,43.80%,Barley,,5,1,$399.99 ,,"Johnnie Walker Blue Label Ghost & Rare Glenury Royal Edition blended Scotch whiskey. Blend of treasured Scotch Whiskies including three ""ghost"" whiskies from the silent distilleries of Glenury Royal, Cambus and Pittyvaich which lies at the heart of this special release."
209,Jack Daniel’s Sinatra Century,United States,Jack Daniels,"American Whiskey, Whiskey",,50%,,,5,1,$449.99 ,,
262,Johnnie Walker King George V,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,43%,,,5,1,$599.99 ,,"Appearance: Clear, dark golden with bright golden highlights.    Aroma: Fruity Christmas cake soaked in sherry with linseed oil, nuts, vanilla and daffodil floral aromas.    Taste: Huge yet graceful with generous sweet fruit, vanilla, caramel and honey balanced by dry lightly smoky oak and spice.    Aftertaste: Long, surprisingly smoky, salty, spicy finish."
307,Gordon & MacPhail Dallas Dhu 1980,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,,5,1,$605.00 ,,"Nose without Water 
Delicate Sherry influences - hints of green apples, pears, and coconut combine with underlying aniseed and mint aromas. 

Palate without Water 
Orange and ripe banana flavours initially. These are complemented by lingering charred oak and milk chocolate edge. 

Nose with Water 
Fresh fruit aromas, kiwi, and green apple. Vanilla notes develop and interact with a subtle oak note. 

Palate with Water 
Sweet with a touch of fruit - with apple pie - white chocolate, and popcorn. A touch of aniseed lingers in the background. 

Body 
Light to medium. 

Finish 
Medium with a fruity and spicy edge."
283,Johnnie Walker Private Collection 2015,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,46.80%,,,5,1,$855.99 ,,
277,John Walker & Sons Odyssey Rare Triple Malt,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,$999.99 ,,A new super-premium release from Johnnie Walker whose launch has been continuously celebrated by an extraordinary around the world journey of a 157 foot luxury yacht.    This luxury blended malt has been based on the notes of Alexander Walker. It is made up of three carefully selected single malts married in European oak casks. The crystal decanter moves along with the motion of the ocean and its 'swing' design means it doesn't fall over. Clever.
271,John Walker & Sons Bicentenary Blend Aged 28 Years Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,46%,,,5,1,"$1,029.99 ",,"Discover a new flavor experience drawn from a 200-year-old legacy with every sip of John Walker & Sons Bicentenary Blend Aged 28 Years Blended Scotch Whisky. Inspired by the exotic and aromatic items John Walker sold in his small grocery store on the west coast of Scotland 200 years ago, this rich and complex blend is an intricate evocation of whiskies from ages past. Crafted with whiskies from distilleries that existed when John manned the store, Bicentenary Blend Aged 28 Years offers layers of aromatic teas, spiced pepper, dark licorice syrup and demerara sugar. With a kaleidoscope of complimentary flavors, this exclusive blend holds one of the most complex flavor architectures in a Johnnie Walker whisky to date. Simply pour over ice in a whisky tumbler for an elegantly simple drink. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards. Please drink responsibly"
321,Gordon & Macphail 15 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,15,5,1,"$1,099.99 ",,"Personalised MacPhail's 15 Years Old Single Malt Scotch Whisky - Add up to 4 Lines of text to personalise this bottle of whisky, ideal for birthdays, anniversaries, retirements and many other special events."
324,Gordon & MacPhail Glen Grant 50 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,50,5,1,"$1,700.00 ",,"A 50 year old Glen Grant from independent bottler Gordon & MacPhail, who were once the distillery's official bottler and have some old, impressive stocks. Another top-quality, rich and sherried expression that the distillery has become known for."
289,Johnnie Walker John Walker 80,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,1,"$2,599.99 ",,
276,Johnnie Walker Blue 200th Anniversary,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,60.50%,,,5,1,"$3,432.99 ",,
327,Gordon & Macphail Speymalt From Macallan 1950,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,,5,1,"$7,999.99 ",,
285,Johnnie Walker 1805 Celebration,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,46.30%,,,5,1,"$10,047.49 ",,
326,Gordon & Macphail Queen’s Diamond Jubilee,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,46%,,,5,1,"$20,049.49 ",,"On the 6th February 1952, Her Majesty Queen Elizabeth II acceded to the throne of the United Kingdom of Great Britain and Northern Ireland and became Head of the Commonwealth. Four days earlier on the 2nd February 1952, on the instruction of George Urquhart, two First Fill Sherry Hogsheads - cask numbers 465 and 466 - were filled at Glen Grant and left to quietly mature at the distillery. Cask 465 was transferred to the Bonded Warehouses of Gordon & MacPhail on 26th March 1968. On the 2nd February 2012, exactly sixty years after the whisky was distilled, the instruction was given to carefully empty cask number 465 and bottle the precious contents at cask strength. In honour and celebration of Her Majesty's Diamond Jubilee, the Directors at Gordon & MacPhail have released just 85 decanters of Glen Grant 60 Years Old."
